Lat,Long,name,Stage,Icon,MW
53.13555556,-3.716666667,Mawla (Moel Maelogen),Operational,small_red,3.9
52.56111111,-0.172222222,McCains Foods,Operational,small_red,9
55.91833333,-5.463055556,Meall Mhor,In planning,measle_grey,
57.02055556,-2.286666667,Meikle Carewe resubmission,Consented,measle_turquoise,
55.09027778,-1.591111111,Merck Sharp,Operational,small_red,4
56.18222222,-3.008333333,Methil Docks,Operational,small_red,0.75
57.39166667,-2.297777778,Methlick Farmers Wind Energy Project,Operational,small_red,9.2
56.49972222,-2.896944444,Michelin Tyre Factory,Operational,small_red,4
56.96444444,-2.460555556,Mid Hill 1,Consented,measle_turquoise,
56.96444444,-2.460555556,Mid Hill 2,In planning,measle_grey,
55.49777778,-1.768888889,Middlemoor,Consented,measle_turquoise,
55.74583333,-4.408611111,Middleton,Consented,measle_turquoise,
57.53555556,-1.891388889,Middleton of Rora,Consented,measle_turquoise,
51.65444444,0.875555556,Middlewick,Consented,measle_turquoise,
57.13444444,-4.832222222,Millennium (Glenmoriston),Operational,small_red,40
57.13444444,-4.832222222,Millennium (Glenmoriston) extension,Operational,small_red,10
